"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"EFHAENAI","journalArticle","2003","Gilbert, M; Fielding, N; Evans, H F; Grégoire, J -C","Spatial pattern of invading Dendroctonus micans (Coleoptera: Scolytidae) populations in the United Kingdom","Canadian Journal of Forest Research","","0045-5067, 1208-6037","10.1139/x02-208","http://www.nrcresearchpress.com/doi/abs/10.1139/x02-208","","2003-04","2016-09-30 05:06:26","2016-09-30 05:07:20","2016-09-30 05:06:26","712-725","","4","33","","","Spatial pattern of invading Dendroctonus micans (Coleoptera","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/HNGUQ6R3/2003GilbertDmUK.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AXIW94AG","journalArticle","2003","Maes, Dirk; Gilbert, Marius; Titeux, Nicolas; Goffart, Philippe; Dennis, Roger LH","Prediction of butterfly diversity hotspots in Belgium: a comparison of statistically focused and land use-focused models","Journal of Biogeography","","","","http://onlinelibrary.wiley.com/doi/10.1046/j.0305-0270.2003.00976.x/full","","2003","2016-09-30 05:06:40","2016-09-30 05:06:40","2016-09-30 05:06:40","1907–1920","","12","30","","","Prediction of butterfly diversity hotspots in Belgium","","","","","","","","","","","","Google Scholar","","","","/Users/simondellicour/Zotero/storage/AMIE6S3H/2003MaesLepBelgium.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GZZ6TMDW","journalArticle","2003","Gilbert, Marius; Grégoire, Jean-Claude","Site condition and predation influence a bark beetle's success: a spatially realistic approach","Agricultural and Forest Entomology","","","","http://onlinelibrary.wiley.com/doi/10.1046/j.1461-9563.2003.00167.x/full","","2003","2016-09-30 05:06:19","2016-09-30 05:06:19","2016-09-30 05:06:19","87–96","","2","5","","","Site condition and predation influence a bark beetle's success","","","","","","","","","","","","Google Scholar","","","","/Users/simondellicour/Zotero/storage/QDH9KNEA/2003GilbertDmStandJAE.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F72NURDE","journalArticle","2003","Gilbert, Marius; Grégoire, J.-C.","Visual, semi-quantitative assessments allow accurate estimates of leafminer population densities: an example comparing image processing and visual evaluation of damage by the horse chestnut leafminer Cameraria ohridella (Lep., Gracillariidae)","Journal of applied entomology","","","","http://onlinelibrary.wiley.com/doi/10.1046/j.1439-0418.2003.00757.x/full","","2003","2016-09-30 05:06:13","2016-09-30 05:06:13","2016-09-30 05:06:13","354–359","","6","127","","","Visual, semi-quantitative assessments allow accurate estimates of leafminer population densities","","","","","","","","","","","","Google Scholar","","","","/Users/simondellicour/Zotero/storage/EWIVBN3M/2003GilbertCohrSampJAE.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CG5KDTG4","journalArticle","2001","Passera, Luc; Gilbert, Marius; Aron, Serge","Social parasitism in ants: effects of the inquiline parasite Plagiolepis xene St. on queen distribution and worker production of its host Plagiolepis pygmaea Latr.","Insectes sociaux","","","","http://link.springer.com/article/10.1007/PL00001749","","2001","2016-09-30 05:05:45","2016-09-30 05:05:45","2016-09-30 05:05:45","74–79","","1","48","","","Social parasitism in ants","","","","","","","","","","","","Google Scholar","","","","/Users/simondellicour/Zotero/storage/RN9KPW46/2001Passera.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QHF859NT","journalArticle","2001","Grégoire, Jean-Claude; Piel, Frédéric; De Proft, Michel; Gilbert, Marius","Spatial distribution of ambrosia-beetle catches: a possibly useful knowledge to improve mass-trapping","Integrated pest management reviews","","","","http://link.springer.com/article/10.1023/A:1025723402355","","2001","2016-09-30 05:05:32","2016-09-30 05:05:32","2016-09-30 05:05:32","237–242","","3-4","6","","","Spatial distribution of ambrosia-beetle catches","","","","","","","","","","","","Google Scholar","","","","/Users/simondellicour/Zotero/storage/CSHVX8TW/2001GregoireBBSoignesIPMReview.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QPBND59G","journalArticle","2001","Gilbert, Marius; Vouland, Gérard; Grégoire, Jean-Claude","Past attacks influence host selection by the solitary bark beetle Dendroctonus micans","Ecological Entomology","","","","http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2311.2001.00304.x/full","","2001","2016-09-30 05:03:30","2016-09-30 05:03:30","2016-09-30 05:03:30","133–142","","2","26","","","","","","","","","","","","","","","Google Scholar","","","","/Users/simondellicour/Zotero/storage/3QCJPKUW/2001GilbertDmLocal.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9N2NDBVC","journalArticle","2003","de Menten, L.; Niculita, H.; Gilbert, M.; Delneste, D.; Aron, S.","Fluorescence in situ hybridization: a new method for determining primary sex ratio in ants","Molecular Ecology","","0962-1083, 1365-294X","10.1046/j.1365-294X.2003.01827.x","http://doi.wiley.com/10.1046/j.1365-294X.2003.01827.x","","2003-06","2016-09-30 05:02:48","2016-09-30 05:02:48","2016-09-30 05:02:48","1637-1648","","6","12","","","Fluorescence in situ hybridization","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/PZDTDMCV/2001DeMenten.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q7C7HC7C","journalArticle","1998","Raty, Laurent; Gilbert, Marius","Large-scale versus small-scale variation decomposition, followed by kriging based on a relative variogram, in presence of a non-stationary residual variance","Journal of Geographic Information and Decision Analysis","","","","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.12.9638&rep=rep1&type=pdf","","1998","2016-09-30 05:01:58","2016-09-30 05:01:58","2016-09-30 05:01:58","91–115","","2","2","","","","","","","","","","","","","","","Google Scholar","","","","/Users/simondellicour/Zotero/storage/GX8AVH3Q/1998RatySIC97.PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RXGQES84","journalArticle","2003","Gilbert, Marius; Svatoš, Aleš; Lehmann, Matthias; Bacher, Sven","Spatial patterns and infestation processes in the horse chestnut leafminer Cameraria ohridella: a tale of two cities","Entomologia experimentalis et applicata","","","","http://onlinelibrary.wiley.com/doi/10.1046/j.1570-7458.2003.00038.x/full","","2003","2016-09-30 05:01:35","2016-09-30 05:01:35","2016-09-30 05:01:35","25–37","","1","107","","","Spatial patterns and infestation processes in the horse chestnut leafminer Cameraria ohridella","","","","","","","","","","","","Google Scholar","","","","/Users/simondellicour/Zotero/storage/46B79JE6/2003GilbertCohrCity.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GQXAJI2M","journalArticle","2016","Nicolas, Gaëlle; Robinson, Timothy P.; Wint, G. R. William; Conchedda, Giulia; Cinardi, Giuseppina; Gilbert, Marius","Using Random Forest to Improve the Downscaling of Global Livestock Census Data","PLOS ONE","","1932-6203","10.1371/journal.pone.0150424","http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0150424","Large scale, high-resolution global data on farm animal distributions are essential for spatially explicit assessments of the epidemiological, environmental and socio-economic impacts of the livestock sector. This has been the major motivation behind the development of the Gridded Livestock of the World (GLW) database, which has been extensively used since its first publication in 2007. The database relies on a downscaling methodology whereby census counts of animals in sub-national administrative units are redistributed at the level of grid cells as a function of a series of spatial covariates. The recent upgrade of GLW1 to GLW2 involved automating the processing, improvement of input data, and downscaling at a spatial resolution of 1 km per cell (5 km per cell in the earlier version). The underlying statistical methodology, however, remained unchanged. In this paper, we evaluate new methods to downscale census data with a higher accuracy and increased processing efficiency. Two main factors were evaluated, based on sample census datasets of cattle in Africa and chickens in Asia. First, we implemented and evaluated Random Forest models (RF) instead of stratified regressions. Second, we investigated whether models that predicted the number of animals per rural person (per capita) could provide better downscaled estimates than the previous approach that predicted absolute densities (animals per km 2 ). RF models consistently provided better predictions than the stratified regressions for both continents and species. The benefit of per capita over absolute density models varied according to the species and continent. In addition, different technical options were evaluated to reduce the processing time while maintaining their predictive power. Future GLW runs (GLW 3.0) will apply the new RF methodology with optimized modelling options. The potential benefit of per capita models will need to be further investigated with a better distinction between rural and agricultural populations.","2016-03-15","2016-04-13 13:06:38","2016-04-13 13:06:38","2016-04-13 13:06:38","e0150424","","3","11","","PLOS ONE","","","","","","","","","","","","","PLoS Journals","","","","/Users/simondellicour/Zotero/storage/MKZMMVWR/Nicolas et al. - 2016 - Using Random Forest to Improve the Downscaling of .pdf","","map-people-livestock; mapping-livestock","Africa; Cattle; Chickens; Asia; Census; Farms; Livestock; Machine learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PBMT2JNP","journalArticle","2011","Martin, Vincent; Zhou, Xiaoyan; Marshall, Edith; Jia, Beibei; Fusheng, Guo; FrancoDixon, Mary Ann; DeHaan, Nicoline; Pfeiffer, Dirk U.; Soares Magalhães, Ricardo J.; Gilbert, Marius","Risk-based surveillance for avian influenza control along poultry market chains in South China: The value of social network analysis","Preventive Veterinary Medicine","","0167-5877","10.1016/j.prevetmed.2011.07.007","http://www.sciencedirect.com/science/article/pii/S0167587711002339","Over the past two decades, the poultry sector in China went through a phase of tremendous growth as well as rapid intensification and concentration. Highly pathogenic avian influenza virus (HPAIV) subtype H5N1 was first detected in 1996 in Guangdong province, South China and started spreading throughout Asia in early 2004. Since then, control of the disease in China has relied heavily on wide-scale preventive vaccination combined with movement control, quarantine and stamping out. This strategy has been successful in drastically reducing the number of outbreaks during the past 5 years. However, HPAIV H5N1 is still circulating and is regularly isolated in traditional live bird markets (LBMs) where viral infection can persist, which represent a public health hazard for people visiting them. The use of social network analysis in combination with epidemiological surveillance in South China has identified areas where the success of current strategies for HPAI control in the poultry production sector may benefit from better knowledge of poultry trading patterns and the LBM network configuration as well as their capacity for maintaining HPAIV H5N1 infection. We produced a set of LBM network maps and estimated the associated risk of HPAIV H5N1 within LBMs and along poultry market chains, providing new insights into how live poultry trade and infection are intertwined. More specifically, our study provides evidence that several biosecurity factors such as daily cage cleaning, daily cage disinfection or manure processing contribute to a reduction in HPAIV H5N1 presence in LBMs. Of significant importance is that the results of our study also show the association between social network indicators and the presence of HPAIV H5N1 in specific network configurations such as the one represented by the counties of origin of the birds traded in LBMs. This new information could be used to develop more targeted and effective control interventions.","2011-12-01","2015-10-01 12:49:05","2015-10-01 12:49:05","2015-10-01 12:49:05","196-205","","3","102","","Preventive Veterinary Medicine","Risk-based surveillance for avian influenza control along poultry market chains in South China","Special Issue: GEOVET 2010A Conference on the Application of Spatial Analytical Methods Used in Animal HealthGEOVET 2010","","","","","","","","","","","ScienceDirect","","","","/Users/simondellicour/Zotero/storage/URQRDM47/Martin et al. - 2011 - Risk-based surveillance for avian influenza contro.pdf","","H5N1; KEY3","avian influenza; Poultry; HPAI H5N1; Risk assessment; Market chains; Social network analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
